@relation RacketSports_channel_4

@attribute channel_4_0 numeric
@attribute channel_4_1 numeric
@attribute channel_4_2 numeric
@attribute channel_4_3 numeric
@attribute channel_4_4 numeric
@attribute channel_4_5 numeric
@attribute channel_4_6 numeric
@attribute channel_4_7 numeric
@attribute channel_4_8 numeric
@attribute channel_4_9 numeric
@attribute channel_4_10 numeric
@attribute channel_4_11 numeric
@attribute channel_4_12 numeric
@attribute channel_4_13 numeric
@attribute channel_4_14 numeric
@attribute channel_4_15 numeric
@attribute channel_4_16 numeric
@attribute channel_4_17 numeric
@attribute channel_4_18 numeric
@attribute channel_4_19 numeric
@attribute channel_4_20 numeric
@attribute channel_4_21 numeric
@attribute channel_4_22 numeric
@attribute channel_4_23 numeric
@attribute channel_4_24 numeric
@attribute channel_4_25 numeric
@attribute channel_4_26 numeric
@attribute channel_4_27 numeric
@attribute channel_4_28 numeric
@attribute channel_4_29 numeric
@attribute activity {Badminton_Smash,Badminton_Clear,Squash_ForehandBoast,Squash_BackhandBoast}

@data
-0.394179,0.02397,1.241132,1.318369,-0.074574,1.888331,17.999071,-33.185623,-33.185623,0.364882,-0.444783,-0.356892,-0.732428,-0.732428,0.20508,0.772378,-0.050604,-0.050604,-0.082565,-0.338248,1.022735,1.432895,2.615432,1.960242,1.35033,2.048133,1.744509,-1.898985,0.269001,0.423476,Badminton_Smash
-0.561972,-1.78446,-1.313043,-1.313043,-1.313043,-1.313043,-0.799012,-0.799012,0.074574,-0.250357,-5.579765,-13.82024,-9.415022,6.187015,-0.772378,0.479407,-1.696568,-0.186436,-0.287644,-1.036052,-1.510132,-1.392944,-1.246458,-1.094646,-0.788358,-0.559308,-0.287644,-0.287644,0.037287,0.037287,Badminton_Smash
-0.22905,1.683252,2.618095,2.378392,3.997722,3.997722,9.169992,10.554945,-22.263132,-8.996873,0.412823,0.553982,-0.836299,1.35832,2.138688,2.173312,1.651291,0.926854,-0.407496,0.133169,0.063921,0.255684,-0.093218,0.167792,-0.282318,-0.194426,-0.564635,-0.564635,-0.324931,-0.202416,Badminton_Smash
-0.218397,-2.06145,-1.345003,-0.727101,-0.362219,-1.068012,-0.346238,0.255684,0.130505,-0.058594,-0.058594,-3.265295,-11.556374,-17.317247,-17.317247,-11.668235,2.932373,2.932373,-1.384954,0.452773,0.452773,-0.511368,-0.910873,-0.910873,-0.70313,-0.70313,-0.48207,-0.410159,-0.383526,-0.061258,Badminton_Smash
-0.609912,0.018644,0.00799,0.154476,0.844289,1.219825,1.291736,1.323696,1.422241,2.48759,2.101401,0.593932,4.778091,7.649206,10.677461,-24.068897,-24.068897,-9.098081,-3.220017,-0.476744,1.406261,1.406261,2.157332,2.157332,0.817655,0.817655,-0.791022,0.053267,0.807002,-1.206508,Badminton_Smash
-1.289072,-0.572625,4.506426,0.977458,1.078666,12.784188,22.16725,-25.520435,-4.333307,-4.272049,-2.213263,-1.118617,0.311615,-0.284981,-0.284981,3.526305,2.610105,1.464855,1.464855,-1.038715,-1.038715,-1.086656,-0.607249,0.00799,0.00799,-1.12927,0.420813,0.756398,-0.199753,-0.410159,Badminton_Smash
-0.170456,-0.711121,-0.711121,0.175783,0.284981,0.133169,0.330258,0.498051,0.324931,0.716447,2.567491,3.001621,2.413016,2.729957,9.670706,11.849344,-18.59034,-6.978036,-1.086656,-0.095881,-0.095881,0.189099,1.635311,1.989539,1.869688,1.467518,0.42614,0.42614,-0.082565,-0.082565,Badminton_Smash
-0.047941,-0.218397,0.90821,0.90821,-0.242367,0.591269,0.950824,1.446211,1.363647,2.812522,3.092176,3.201374,12.187593,12.187593,-25.280733,-0.854943,0.428803,-1.270429,-0.106535,-1.147914,-0.881576,0.6472,1.147914,-0.138495,0.580615,0.495387,0.644536,0.767051,0.005327,0.338248,Badminton_Smash
0.122515,-1.930945,-1.177211,-0.484734,0.103872,0.378199,0.173119,0.372872,0.050604,0.207743,0.250357,-3.598216,-14.105221,-14.105221,-14.105221,1.523449,1.582043,0.111862,0.111862,-0.19709,-1.438221,-1.896321,-1.371637,-0.428803,-0.026634,-0.306288,0.186436,0.186436,0.186436,0.186436,Badminton_Smash
-0.436793,0.68715,-0.010653,0.194426,0.114525,-0.01598,0.316941,0.343575,-0.181109,0.189099,3.451731,1.094646,1.480835,15.884354,6.927432,0.407496,0.181109,-0.444783,-2.02949,0.295634,0.708457,-0.460763,-0.460763,-0.593932,0.905547,0.727101,0.727101,-0.609912,0.02397,0.02397,Badminton_Smash
0.649863,3.797969,1.851044,1.851044,0.098545,12.776198,-2.96966,-2.51156,0.918864,-3.078859,1.432895,0.002663,0.644536,-0.340912,-1.685915,0.767051,1.478172,0.743081,-0.010653,1.238468,1.238468,-0.641873,-0.684487,-0.186436,-0.945497,-3.294592,-3.249315,-3.249315,-0.591269,-0.591269,Badminton_Smash
0.809665,-2.703323,-2.056124,-1.15324,-0.724437,-0.375536,-0.343575,-0.447447,-0.295634,-0.167792,0.106535,-1.313043,-8.900991,-17.0589,34.59721,1.179874,1.179874,1.179874,1.179874,1.179874,1.179874,-0.25302,-0.175783,-0.175783,-1.422241,-1.049369,-0.9162,-0.833636,-0.48207,-0.48207,Badminton_Smash
0.370209,-1.805767,-1.491489,-0.266337,-0.266337,-0.178446,-0.167792,-0.01598,-0.021307,0.149149,-0.255684,-6.994016,-14.400855,-16.04682,28.101244,-0.460763,3.433087,-1.82441,-1.512796,-1.917628,0.628556,-1.278419,-2.077431,-1.379627,-0.303624,-0.303624,-0.303624,-0.311615,-0.311615,0.751071,Badminton_Smash
-0.154476,0.242367,0.242367,0.561972,0.561972,4.578337,-0.609912,-0.609912,2.306481,22.774498,-30.346466,-3.313236,-3.313236,-8.352336,-1.467518,-0.316941,-0.284981,0.604586,-0.46609,-0.46609,-0.958814,0.162466,0.343575,0.343575,0.343575,-1.438221,-1.438221,-0.042614,-0.183773,-0.167792,Badminton_Smash
-0.535338,2.349095,2.349095,-0.394179,-0.394179,5.63836,18.355963,-34.607864,3.491681,-1.305053,-1.073339,0.588605,0.66318,0.186436,-0.330258,0.937507,0.173119,-3.100166,-1.368974,0.029297,0.796348,1.054696,2.218589,1.35832,0.852279,-0.420813,-0.721774,-0.114525,0.44212,0.343575,Badminton_Smash
0.047941,0.601922,0.793685,0.958814,0.836299,1.214498,1.507469,1.118617,1.227815,1.076003,1.33435,2.484927,5.864747,9.412358,12.320762,-17.46906,-3.267958,-1.169221,-1.938935,-0.25302,-0.25302,0.783032,0.838962,0.838962,-0.46609,-0.239704,-0.133169,-0.114525,-0.087891,-0.037287,Badminton_Smash
0.607249,-2.879106,-2.879106,-1.598024,-1.598024,-0.838962,-0.082565,-0.082565,0.071911,-0.029297,-0.178446,-0.138495,0.173119,-1.518122,-9.521557,-15.926968,29.526148,8.093989,3.350523,-0.567298,-1.723202,-0.183773,-0.367545,-1.211835,-0.420813,-0.452773,-1.012082,-0.615239,-0.375536,0.157139,Badminton_Smash
0.010653,-1.920292,-1.920292,-0.530011,-0.530011,0.170456,4.391902,4.391902,4.165514,0.114525,-0.67117,-0.649863,-0.862933,-1.012082,-1.012082,-0.572625,-0.572625,-0.572625,-0.572625,0.862933,0.308951,0.021307,-0.037287,-0.649863,-1.110626,-0.652526,0.266337,0.364882,0.194426,0.258347,Badminton_Smash
-1.299726,-2.394372,-1.901648,-1.347667,-1.249122,-0.822982,-0.801675,-0.300961,-0.300961,-0.300961,-0.300961,-0.300961,-13.711041,-11.532403,12.794842,-5.66233,0.332922,-1.057359,-1.406261,-0.002663,-0.463427,-2.000193,-2.780561,-1.185201,-0.777705,-0.48207,-0.48207,0.037287,0.037287,-0.146486,Badminton_Smash
-2.25854,0.119852,0.367545,1.992203,1.201181,0.114525,0.01598,17.47705,-14.792371,-0.522021,-2.223916,-1.065349,-1.278419,-1.278419,-1.150577,3.233334,3.233334,1.864361,1.321033,-0.657853,0.039951,0.039951,-0.404833,-1.321033,-0.910873,0.106535,0.314278,0.89223,0.716447,0.20508,Badminton_Smash
-0.101208,-0.460763,-0.460763,0.394179,0.492724,0.186436,0.103872,0.511368,2.077431,2.378392,2.650056,2.70066,2.154668,8.991546,12.943991,-9.913073,-3.816613,-1.150577,-1.150577,-1.150577,0.532675,1.619331,2.279847,2.02949,1.289072,0.452773,-0.026634,0.207743,0.02397,-0.311615,Badminton_Smash
0.282318,0.343575,0.191763,0.026634,1.38229,2.825838,-0.828309,0.165129,10.789322,22.734549,-2.394372,2.559501,-1.177211,-1.427568,-0.490061,-0.833636,0.061258,0.061258,0.061258,0.061258,0.061258,0.061258,-1.169221,0.095881,0.934844,0.950824,0.319605,0.319605,-2.567491,-2.567491,Badminton_Smash
0.69514,-0.807002,-0.412823,0.122515,0.01598,0.005327,0.290308,0.258347,-2.903076,-15.058708,-14.512717,18.885975,8.211178,2.088084,-1.254448,-1.281082,-0.290308,0.202416,-2.253213,-2.226579,-2.815185,-1.459528,-0.988111,-0.988111,-0.250357,-0.053267,-0.095881,-0.095881,0.346238,0.346238,Badminton_Smash
0.319605,0.540665,0.854943,-0.814992,-0.814992,-0.814992,-0.814992,2.620759,1.174547,7.060601,14.105221,-21.320297,-1.408924,0.03196,-0.066584,1.166557,1.115953,-0.431466,1.875014,0.101208,0.340912,0.862933,0.862933,-0.764388,-0.764388,-0.615239,-0.045277,0.854943,-0.242367,0.799012,Badminton_Smash
0.292971,0.980121,0.47408,0.47408,0.47408,1.664608,3.568919,3.568919,10.805303,10.805303,3.659474,-13.292892,-4.969853,-0.372872,-0.881576,-0.993438,-0.580615,0.772378,0.972131,0.785695,1.022735,0.079901,0.029297,0.308951,-0.066584,-0.732428,-0.42614,-0.42614,0.271664,0.306288,Badminton_Smash
0.010653,1.060022,0.90821,1.257112,0.615239,0.865596,0.069248,0.069248,-0.127842,0.215733,-0.045277,3.944455,-0.511368,-0.093218,16.222603,6.916779,11.239432,-1.131933,-5.944647,0.346238,0.612576,0.897557,-0.516694,-2.330451,-1.560736,1.169221,1.217161,1.217161,1.155904,-2.06944,Badminton_Smash
0.138495,0.90022,0.90022,1.044042,0.66318,0.45011,0.45011,-0.135832,-0.135832,2.538194,-1.15324,4.149534,19.069748,-20.15374,1.637974,0.42614,-3.803296,-0.711121,0.348902,0.090555,-1.803103,-0.388852,-0.940171,-0.085228,-0.085228,0.825646,0.825646,1.677925,1.379627,1.379627,Badminton_Smash
-0.25302,0.439456,0.138495,0.138495,1.656618,1.656618,1.582043,1.068012,1.523449,1.345003,0.705794,0.705794,1.198518,1.198518,3.816613,6.456015,-14.576638,-2.048133,-2.048133,-2.815185,-0.130505,0.468754,2.405026,2.381055,2.117381,1.614004,1.363647,0.791022,0.202416,-0.22106,Badminton_Smash
0.724437,-1.614004,-0.506041,-0.68715,-0.572625,-0.194426,-0.194426,0.583279,0.468754,0.258347,0.258347,0.258347,0.258347,-1.629984,10.048904,-0.274327,-0.143822,-1.16123,-0.410159,-0.588605,-0.665843,-1.851044,-0.68715,-1.201181,-0.67117,-0.284981,-0.351565,-0.135832,-0.021307,0.125179,Badminton_Smash
-0.071911,-0.010653,-0.316941,-4.52507,-4.52507,-11.436522,-10.094182,10.016944,6.144401,-0.977458,-0.165129,0.23704,0.817655,1.504805,0.569962,0.569962,0.569962,0.569962,0.569962,0.974794,1.5634,-0.591269,-0.138495,-1.214498,-1.068012,-0.284981,0.255684,-0.830972,-0.545991,0.67916,Badminton_Clear
0.990775,1.158567,0.143822,0.239704,0.452773,0.021307,0.633883,0.479407,-0.066584,-0.077238,-0.03196,-0.402169,-0.22905,-0.367545,-0.311615,-0.039951,0.367545,0.399506,0.633883,0.226387,0.375536,0.375536,0.151812,0.151812,0.151812,0.151812,0.151812,0.151812,0.514031,0.452773,Badminton_Clear
0.218397,0.455437,-10.272628,-4.386575,-0.095881,-0.711121,-0.751071,-0.926854,-0.822982,-0.894893,-0.436793,-0.063921,-0.02397,0.785695,-0.181109,0.48207,1.094646,1.339676,0.793685,0.857606,0.713784,0.601922,0.404833,0.22106,0.22106,0.743081,0.633883,0.753734,0.753734,0.348902,Badminton_Clear
-0.114525,1.435558,3.102829,3.37183,3.744702,1.901648,-1.61134,-1.664608,-1.664608,-0.098545,10.184736,-6.445362,0.897557,-3.017601,-1.547419,-0.777705,-1.57938,-1.861697,-1.278419,1.076003,0.729764,0.23704,0.506041,0.074574,0.029297,-0.455437,-0.069248,-0.170456,-0.300961,-0.364882,Badminton_Clear
0.173119,0.460763,0.460763,1.198518,1.305053,1.78446,0.881576,1.640638,1.829737,2.034817,1.58737,2.436986,6.245609,9.465626,10.618866,-4.932566,-3.262631,-1.251785,-0.364882,0.68715,1.185201,-0.492724,-0.43413,1.014745,1.912302,1.483499,0.471417,-0.263674,-0.074574,0.047941,Badminton_Clear
-0.082565,0.013317,0.343575,2.002856,3.241324,2.482263,0.993438,-3.206701,-0.926854,-0.077238,-0.809665,-0.660516,2.49558,7.811672,16.859148,13.59918,18.342648,-6.139074,0.530011,0.844289,3.273285,1.488825,-0.551318,-0.551318,-1.707222,0.639209,6.445362,0.380862,1.078666,5.542478,Badminton_Clear
0.183773,-0.103872,0.005327,-0.157139,-0.394179,-4.674219,-10.544292,-16.31582,23.536222,6.328173,0.767051,-0.460763,-0.812329,-1.640638,-1.451538,-1.715212,-0.88424,-0.279654,-0.077238,-0.077238,0.122515,0.122515,0.122515,0.122515,0.122515,0.122515,0.122515,0.122515,0.122515,0.122515,Badminton_Clear
-0.149149,-1.214498,-1.068012,-0.90821,0.122515,-0.135832,-1.291736,-4.096267,-10.549619,-13.138417,27.286251,7.926197,2.428996,0.713784,-1.211835,-1.960242,-1.600687,-1.600687,-1.600687,-1.600687,-1.600687,-1.664608,-0.173119,-0.173119,-0.173119,-0.173119,-0.173119,-0.173119,-0.173119,-0.173119,Badminton_Clear
-0.013317,0.966804,2.25854,2.381055,2.381055,1.976222,1.038715,1.038715,0.287644,2.322461,2.322461,4.919249,-7.755741,-7.755741,-5.878063,-7.308294,-0.809665,0.846953,1.078666,1.150577,1.624657,1.360983,0.274327,0.103872,0.585942,-0.306288,-0.724437,0.133169,1.13726,0.23704,Badminton_Clear
-0.23704,2.335778,4.178832,4.581001,4.306674,1.089319,1.089319,-1.249122,-0.074574,-1.321033,-2.319798,5.079052,8.863704,-4.370595,-2.863126,-5.313428,-6.527926,-2.309144,0.178446,0.767051,2.2905,1.896321,1.523449,-1.302389,-0.767051,-0.247694,-0.20508,-1.033389,0.154476,0.154476,Badminton_Clear
-0.23704,2.085421,-0.423476,-1.451538,0.793685,5.16428,5.16428,-10.094182,-0.090555,-0.090555,-0.601922,-0.01598,-0.01598,-1.14525,-2.056124,-1.60335,-1.60335,-1.416914,0.133169,0.396843,0.295634,-0.037287,0.284981,-0.175783,-0.284981,-0.284981,-0.284981,-0.284981,-0.284981,-0.284981,Badminton_Clear
0.00799,-0.098545,-0.098545,1.222488,1.222488,0.631219,0.631219,1.856371,2.394372,2.207936,2.082757,2.727294,5.19624,8.85305,4.021693,-18.523756,-5.44926,-2.705987,-2.120045,-0.660516,0.061258,1.411588,1.134597,1.166557,0.623229,0.284981,-0.388852,-0.098545,0.524684,0.319605,Badminton_Clear
-0.173119,-0.479407,-0.314278,-0.372872,-0.665843,-0.601922,-0.308951,-0.553982,-2.903076,-10.397806,-15.056045,32.687572,2.175975,1.859034,1.446211,-0.146486,0.375536,0.269001,-0.378199,0.085228,-0.370209,-1.305053,-1.041379,-0.48207,-0.47408,-0.47408,0.756398,0.756398,0.756398,0.756398,Badminton_Clear
0.005327,-0.812329,-0.812329,0.311615,0.311615,0.993438,1.771143,2.562164,2.245223,2.245223,1.337013,0.990775,0.644536,1.091983,2.916393,4.76211,8.104643,-11.076966,-11.52175,-2.959007,-0.572625,1.57938,1.432895,1.440885,1.523449,0.820319,0.170456,0.447447,0.697804,0.993438,Badminton_Clear
-0.24503,0.545991,1.512796,2.927047,2.927047,-0.769715,-0.242367,-0.098545,-0.098545,-0.897557,-0.332922,7.055274,13.78029,-18.411894,4.466476,-0.735091,-1.621994,1.068012,1.278419,-2.919056,-0.343575,-0.830972,-0.290308,-0.157139,-0.620566,-0.905547,-0.239704,-0.122515,-0.444783,1.254448,Badminton_Clear
-0.122515,-0.508704,-0.508704,-0.269001,-2.554174,-8.413594,1.265102,1.265102,1.901648,1.078666,0.633883,-1.206508,-1.781796,-1.456865,-2.06944,-2.112054,-1.520786,-0.564635,-0.114525,-0.034624,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,Badminton_Clear
0.162466,1.206508,1.475509,2.01351,1.944262,1.944262,1.672598,1.672598,2.607442,5.627706,9.942369,-7.71579,-7.271007,-1.744509,0.018644,0.889566,2.543521,2.612768,1.305053,0.961478,0.005327,-0.274327,-0.44212,-0.346238,-0.633883,-0.034624,0.332922,0.391516,0.330258,0.069248,Badminton_Clear
-0.423476,2.167985,4.06697,4.06697,3.739375,3.094839,3.094839,1.222488,-0.607249,-0.021307,-1.512796,-1.890995,3.960435,7.297641,-5.910024,1.310379,-2.674026,-2.167985,-1.158567,-1.158567,0.311615,-0.154476,-0.191763,-1.568726,-2.149342,-1.973559,-1.028062,-0.109198,-0.109198,0.170456,Badminton_Clear
-0.535338,0.833636,1.060022,2.008183,2.03748,2.06145,1.363647,1.009418,1.390281,1.744509,1.859034,3.574246,3.574246,-1.081329,-1.081329,-3.899177,-3.899177,-2.943027,-1.904311,1.843054,1.843054,1.435558,1.337013,0.775041,0.447447,-0.00799,0.527348,0.351565,0.495387,0.255684,Badminton_Clear
0.018644,0.087891,0.117188,0.623229,1.848381,2.620759,2.620759,2.439649,1.432895,3.84591,3.84591,6.549233,8.424248,-17.815298,-10.381826,-2.596788,-0.292971,1.672598,2.346431,3.13479,2.26653,0.905547,-0.24503,0.141159,0.68715,0.039951,-0.498051,-0.181109,0.138495,-0.082565,Badminton_Clear
1.211835,-0.47408,-0.540665,-0.617902,-0.359555,-1.014745,-3.936465,-11.321997,-13.36214,27.00127,0.109198,-0.343575,2.218589,-0.431466,-2.769908,-2.458293,-2.91373,-1.82441,-1.046705,-0.545991,-0.23704,-0.23704,2.327788,2.327788,2.327788,2.327788,2.327788,2.327788,2.327788,2.327788,Badminton_Clear
0.500714,6.008568,-2.104064,-1.297062,-1.414251,-0.050604,0.25302,0.89223,0.519358,-0.157139,-0.199753,-0.255684,-0.199753,-0.082565,0.322268,0.181109,0.250357,0.20508,0.263674,0.447447,0.793685,0.522021,0.495387,0.157139,0.170456,0.170456,0.170456,0.170456,0.170456,0.170456,Badminton_Clear
-0.074574,0.612576,0.412823,1.542093,2.743274,3.073532,3.443741,2.226579,2.226579,-0.274327,-2.002856,-2.002856,0.889566,7.068591,9.124714,2.104064,-0.412823,-3.145443,-3.816613,-0.969468,0.969468,2.578145,2.093411,-1.134597,-1.624657,-1.203844,1.249122,0.67117,-0.26101,0.167792,Badminton_Clear
-0.143822,1.09731,1.78446,2.098738,1.667271,1.667271,1.909638,1.909638,3.755355,3.755355,6.607827,9.263209,-5.747558,-3.989732,-2.538194,0.061258,1.017408,1.512796,1.185201,0.178446,-0.085228,-0.050604,-0.125179,0.018644,0.729764,0.759061,0.65519,0.378199,0.01598,0.077238,Badminton_Clear
-0.556645,3.893851,1.608677,-2.178639,-0.02397,-0.058594,-1.406261,-1.406261,0.290308,6.653105,11.175511,-13.38611,-2.02949,-4.911259,-3.084185,-0.820319,1.80843,2.391709,0.386189,-1.637974,-2.181302,-0.199753,1.486162,1.174547,-0.814992,-0.330258,-0.079901,-0.151812,-0.042614,-0.170456,Badminton_Clear
-0.194426,0.215733,2.548847,3.507662,2.990967,0.593932,-1.720539,0.372872,-0.623229,1.483499,8.15791,11.460492,-3.068205,-3.068205,-0.860269,-3.614197,-3.614197,1.675261,1.542093,0.964141,1.025398,0.146486,0.290308,0.383526,-0.394179,-1.222488,-1.387617,-0.402169,-0.564635,-0.279654,Badminton_Clear
-0.071911,1.502142,4.008376,4.008376,4.636931,1.811093,-1.483499,-0.362219,-1.246458,-0.042614,5.579765,10.765352,-9.119388,-0.689814,-2.908403,-2.330451,-0.862933,-0.783032,-0.612576,1.614004,1.614004,-0.066584,0.271664,-0.250357,0,0,-0.106535,-0.242367,-0.114525,-0.114525,Badminton_Clear
-0.093218,0.093218,0.093218,0.25302,0.399506,2.167985,2.183965,3.214691,3.214691,0.860269,0.860269,3.571583,9.921062,5.134982,-17.953794,-3.896514,-0.974794,-0.764388,0.242367,0.897557,0.19709,1.171884,2.189292,1.637974,1.030725,-0.407496,-0.330258,0.189099,-0.354229,-1.318369,Badminton_Clear
0.585942,-0.585942,-0.636546,-0.44212,-3.19072,-11.710849,-16.973673,29.888367,6.511946,3.19072,2.06944,0.593932,0.215733,1.254448,-0.082565,-0.743081,-1.235805,-1.360983,-1.360983,-0.263674,-0.263674,-0.263674,-0.263674,-0.263674,0.572625,0.572625,0.572625,0.572625,0.572625,0.572625,Badminton_Clear
-0.732428,4.756784,1.629984,0.013317,-1.667271,-1.371637,-0.716447,0.836299,5.702281,9.881112,-10.789322,5.992588,-1.869688,-0.652526,1.432895,2.655382,1.379627,-1.456865,-2.01351,-2.01351,-1.062686,1.696568,1.696568,1.480835,0.575289,0.575289,0.111862,-0.19709,-0.359555,-0.258347,Badminton_Clear
-0.194426,1.659281,1.158567,1.632647,0.612576,2.381055,0.42614,0.276991,2.45563,6.234955,10.709421,-23.395065,-9.244566,-1.046705,-0.588605,-0.508704,0.41815,1.094646,1.094646,1.406261,0.47408,0.47408,0.716447,0.716447,1.275755,1.275755,-0.02397,-0.02397,0.093218,0.269001,Badminton_Clear
-0.189099,0.45011,0.70313,0.913537,0.284981,0.977458,0.977458,1.664608,2.221253,2.221253,2.338441,2.319798,3.864554,7.044621,9.156674,-1.58737,-6.410738,-2.157332,-0.410159,0.708457,1.653954,1.680588,0.026634,0.026634,0.612576,0.388852,0.388852,-0.181109,-0.146486,-0.263674,Badminton_Clear
2.327788,-0.42614,-0.388852,0.111862,0.111862,0.111862,0.111862,0.111862,13.540586,3.494345,2.269193,0.511368,0.207743,-0.178446,-0.423476,-1.179874,-1.147914,-0.676497,-0.439456,-0.506041,-0.149149,-0.149149,-0.149149,-0.149149,-0.149149,-0.149149,-0.149149,-0.149149,-0.149149,-0.149149,Badminton_Clear
0.69514,-0.447447,0.135832,-0.993438,-1.214498,-0.183773,0.519358,0.356892,-0.053267,-0.053267,0.522021,0.6472,0.295634,-0.087891,0.314278,0.314278,0.308951,0.516694,0.495387,0.322268,0.263674,0.151812,0.407496,0.114525,0.218397,0.218397,0.218397,0.218397,0.218397,0.218397,Badminton_Clear
-1.270429,-0.279654,-0.375536,-3.020264,-10.85058,-13.636467,29.289108,29.289108,29.289108,29.289108,29.289108,6.549233,1.414251,-1.305053,0.103872,-0.639209,-1.270429,-0.591269,-0.324931,-0.316941,0.340912,0.340912,0.340912,0.340912,0.340912,0.340912,0.340912,0.340912,0.340912,0.340912,Badminton_Clear
0.452773,-0.077238,-0.20508,0.130505,0.620566,0.969468,1.302389,0.929517,0.479407,0.436793,0.298298,0.436793,0.292971,0.207743,0.380862,0.4581,0.183773,0.255684,0.530011,0.652526,0.386189,0.356892,0.157139,0.101208,0.66318,0.66318,1.659281,3.576909,3.576909,9.180645,Badminton_Clear
