@relation RacketSports_channel_0

@attribute channel_0_0 numeric
@attribute channel_0_1 numeric
@attribute channel_0_2 numeric
@attribute channel_0_3 numeric
@attribute channel_0_4 numeric
@attribute channel_0_5 numeric
@attribute channel_0_6 numeric
@attribute channel_0_7 numeric
@attribute channel_0_8 numeric
@attribute channel_0_9 numeric
@attribute channel_0_10 numeric
@attribute channel_0_11 numeric
@attribute channel_0_12 numeric
@attribute channel_0_13 numeric
@attribute channel_0_14 numeric
@attribute channel_0_15 numeric
@attribute channel_0_16 numeric
@attribute channel_0_17 numeric
@attribute channel_0_18 numeric
@attribute channel_0_19 numeric
@attribute channel_0_20 numeric
@attribute channel_0_21 numeric
@attribute channel_0_22 numeric
@attribute channel_0_23 numeric
@attribute channel_0_24 numeric
@attribute channel_0_25 numeric
@attribute channel_0_26 numeric
@attribute channel_0_27 numeric
@attribute channel_0_28 numeric
@attribute channel_0_29 numeric
@attribute activity {Badminton_Smash,Badminton_Clear,Squash_ForehandBoast,Squash_BackhandBoast}

@data
0.077625,-2.348225,-2.080785,-1.210025,-1.970612,0.744785,5.037839,5.142326,5.814372,-4.357365,-4.357365,2.160525,-16.029716,-17.405352,-17.405352,-27.286907,-12.110861,-12.110861,3.187184,-6.528507,-6.528507,-2.347281,-10.542486,-10.542486,0.299067,0.299067,-0.690369,-2.5725,-1.849528,-1.69558,Badminton_Smash
1.083977,0.947403,1.551476,0.287185,0.136268,1.330925,8.840364,1.857368,0.80695,9.490826,4.326161,-0.703026,-5.386774,8.737915,20.682026,28.42495,28.42495,21.82928,16.833176,5.108344,-2.135925,-2.135925,-0.509525,-0.509525,10.410061,10.410061,7.131761,5.278016,4.56932,6.534145,Badminton_Smash
6.108892,-2.676667,-10.98964,10.093403,7.194117,17.29206,14.269371,28.39724,13.465769,11.426323,-6.97429,-11.616674,-6.277141,9.878714,9.878714,1.698453,-3.533922,-3.68842,-3.68842,6.759765,6.759765,5.967269,4.113174,2.884503,2.884503,11.098597,8.109384,-0.129711,-1.579428,-2.057785,Badminton_Smash
0.712058,2.504629,2.504629,1.941048,1.208767,1.152623,-2.178143,4.293534,0.930799,-0.067989,4.202169,9.409935,7.829608,3.859871,9.788767,18.04284,25.585981,22.168325,11.29003,13.467688,13.467688,2.408944,-0.481932,-1.158124,2.409358,4.571478,6.472721,6.472721,4.266941,4.266941,Badminton_Smash
-0.390417,-2.077396,-0.502016,-0.502016,2.913793,6.166365,2.035167,4.584733,0.40259,11.363312,13.142822,-0.440024,15.032709,15.032709,28.647741,2.741337,18.310043,15.110395,10.358646,-4.020722,-0.514764,-2.775066,-0.798216,8.528741,6.858858,2.102393,4.729963,5.978355,-0.097662,-0.256649,Badminton_Smash
-1.623877,-1.47085,-1.087793,0.132597,0.866351,1.704337,2.00388,0.887434,0.238601,-0.934788,-2.030362,-2.010033,-0.088466,-0.088466,-0.088466,-19.869993,-12.063156,-2.544532,-2.544532,-3.024475,-3.023162,0.652285,2.158495,0.596091,-1.445266,-0.835757,-2.105211,-2.105211,-2.105211,-2.105211,Badminton_Smash
0.600953,-0.719492,0.146353,-0.518541,-0.745211,-0.990428,-2.675009,0.888735,2.387433,-12.446335,-6.212984,14.633025,9.358261,20.155993,15.786589,21.258965,12.43536,11.684149,-8.816589,-7.283294,8.909277,2.377226,2.377226,-0.581884,0.462842,2.293975,2.293975,5.329125,-0.394201,-0.394201,Badminton_Smash
-2.693829,-3.663364,15.444509,15.444509,11.729574,17.749298,18.47178,21.986387,11.780857,11.049152,-8.122195,-8.915874,-9.964015,12.300337,11.34826,-0.152154,-6.59142,-4.917199,-1.679445,9.958466,9.958466,4.600029,4.080778,3.53866,4.718613,6.849402,10.195242,10.195242,-2.499043,-2.499043,Badminton_Smash
-2.824971,-2.454454,1.278245,2.396418,0.767188,0.510701,1.6609,3.013225,2.689916,2.206363,-0.774849,-5.085052,1.883556,-21.645582,-27.30814,-23.616003,-23.616003,-23.616003,-23.616003,-23.616003,-23.616003,-0.128166,-3.365909,-3.365909,-1.130392,-0.448806,-0.679349,-0.888085,-0.438648,-0.438648,Badminton_Smash
-1.695345,0.260836,-1.59266,0.778238,0.778238,1.9756,1.496014,0.888717,0.163645,-0.000364,-2.492336,1.84811,-4.42738,-15.731334,-29.10925,-15.576099,-11.488348,-1.168828,0.040646,-1.56792,-1.169193,-3.443391,-0.535695,-0.161584,-4.053313,-4.053313,-4.053313,-1.088759,-1.088759,-2.422882,Badminton_Smash
0.238941,-0.577324,-0.577324,-0.060277,-0.060277,-11.138041,25.937696,25.937696,5.826473,21.951387,28.054193,16.197395,16.197395,10.911273,1.631808,-5.504466,3.574007,2.363137,-2.585939,-2.585939,-3.734342,-2.316672,-1.5386,-1.5386,-1.5386,4.240619,4.240619,0.445667,-0.079417,-1.248018,Badminton_Smash
0.511751,-12.461509,-12.461509,9.41431,9.41431,7.962978,24.413403,28.70959,8.736769,9.601779,-0.044836,-7.229284,-3.518291,9.287283,-1.582635,-1.894586,-5.363297,12.457048,3.659288,-6.679529,-4.875091,11.988344,5.740056,-0.337948,-2.466422,3.608512,2.1697,2.114013,-0.292428,-5.504478,Badminton_Smash
-0.094205,-0.250738,-0.632461,0.619294,2.715493,9.466984,-1.182421,-6.626108,-2.61694,1.379589,5.404058,4.389898,2.466193,10.365747,23.192741,24.805157,17.035885,14.183431,11.850991,10.307697,10.307697,-3.634491,8.422215,8.422215,-3.753305,-2.244206,10.752628,2.136731,-4.32536,-5.659449,Badminton_Smash
-3.27766,-3.205478,-3.205478,0.182373,0.182373,1.860382,2.586664,2.586664,2.227607,0.908299,0.082598,0.565804,-0.419799,-1.069496,2.499595,-20.332518,-24.3436,-26.11627,-14.722637,-8.396683,-1.924761,-2.912669,-2.454627,-1.069339,-1.96535,-4.236801,-1.155033,-1.507926,-0.336773,-2.486635,Badminton_Smash
-2.741381,-3.192537,-3.192537,2.247125,2.247125,4.86406,0.892781,0.892781,-10.713331,-2.325122,-0.230103,1.572103,0.749431,-1.376501,-1.376501,-0.17116,-0.17116,-0.17116,-0.17116,-5.436744,-4.021021,-2.924687,-1.141685,2.540386,0.740302,1.350465,1.497791,1.599605,1.096869,-2.542505,Badminton_Smash
1.169483,-2.981651,-0.863142,-1.265515,0.165949,-2.363498,0.50087,2.246909,2.246909,2.246909,2.246909,2.246909,4.52874,-16.559368,-20.565323,-19.373653,-11.141921,-10.823959,-2.356648,-0.334098,-4.217116,-5.885456,-1.825683,-0.333556,0.323528,0.43921,0.43921,1.634135,1.634135,1.122059,Badminton_Smash
9.419676,-1.926556,-9.211662,-11.979903,10.06613,12.256639,11.844824,26.816833,23.582443,19.713572,12.290371,-5.930312,-10.010076,-10.010076,-4.288544,11.832438,11.832438,-0.693903,-1.162072,8.542274,2.01858,2.01858,0.923274,2.461882,2.374978,-0.244883,0.346628,0.905341,0.172338,2.039853,Badminton_Smash
-0.247245,-0.004541,-0.004541,-0.503234,1.882587,2.093075,7.673266,1.147098,-1.77116,-0.179681,11.562679,4.802694,-7.279321,3.676094,20.901314,24.068657,21.453789,12.815311,12.815311,12.815311,0.329223,9.351568,4.305457,0.977555,0.370133,5.49178,4.508063,2.710352,3.786709,3.227349,Badminton_Smash
0.368552,0.073674,-4.84626,-8.350036,-8.783121,0.131153,10.467689,6.842379,8.08622,13.395151,-13.075994,10.797913,11.157911,-6.735597,-8.630401,-3.804743,11.058822,11.058822,11.058822,11.058822,11.058822,11.058822,0.867959,3.998898,2.220599,1.336478,1.905712,1.905712,7.497156,7.497156,Badminton_Smash
-3.206953,0.24477,1.659862,1.513874,1.649385,1.310125,0.238109,-0.60508,-1.604978,-0.607644,-15.84189,6.51245,-21.023664,-11.918739,-10.578056,2.545666,0.664094,-4.261321,-2.21589,0.087769,-1.608028,-0.20344,-1.671319,-1.671319,-0.136749,-1.23478,-0.932832,-0.932832,-0.593159,-0.593159,Badminton_Smash
0.306503,-0.151245,-3.985566,-7.267709,-7.267709,-7.267709,-7.267709,-11.321381,3.252114,17.214447,15.547554,29.37761,18.342285,13.978879,9.389525,-4.80849,-5.296201,4.905102,9.318188,2.359923,0.007305,1.062007,1.062007,-3.056984,-3.056984,-1.851619,2.631641,-3.971879,-2.319073,0.69288,Badminton_Smash
-1.96589,5.127687,-4.507882,-4.507882,-4.507882,-3.727501,0.960509,0.960509,9.849869,9.849869,22.73135,23.510794,15.090635,13.431631,3.713952,2.217825,4.939897,8.664215,0.416438,3.072131,1.52953,5.30573,5.220336,3.105843,3.050981,2.260469,-1.056231,-1.056231,1.697221,1.580509,Badminton_Smash
0.152907,0.825392,5.205694,4.182094,1.381558,-1.255493,-4.127642,-4.127642,-0.133614,3.247086,-10.684002,-12.101927,16.150684,11.923516,24.965923,15.070068,2.003802,12.355683,13.084518,5.124915,-6.219937,-3.728036,7.233432,10.331916,1.277232,-2.135976,-4.851645,-4.851645,-2.906869,0.926422,Badminton_Smash
2.220043,0.793005,0.793005,-1.312298,-3.857269,4.058171,4.058171,-11.94182,-11.94182,4.023298,10.682279,10.650972,23.712675,23.566479,20.511126,-4.968221,2.269945,-8.163968,-5.949673,4.128346,11.523245,3.709728,-5.678834,-6.280499,-6.280499,10.19503,10.19503,1.569415,3.031211,3.031211,Badminton_Smash
2.700279,0.870199,1.817902,1.817902,2.987755,2.987755,1.846703,-0.653281,-2.003826,2.833685,3.962667,3.962667,3.599708,3.599708,2.881829,20.907137,25.920994,15.044741,15.044741,12.252438,10.785581,-0.696872,-2.170252,-1.922714,1.379642,2.1008,1.471801,2.096888,2.788049,1.914846,Badminton_Smash
-2.314788,0.856434,-0.524651,-0.104418,1.977013,2.214485,2.214485,0.837035,0.003937,-1.372183,-1.372183,-1.372183,-1.372183,-2.503366,-25.227623,-15.173211,-8.096057,-1.137162,-3.022564,-1.517563,-0.434299,-1.269289,-2.537493,-3.395005,-2.44702,-2.434486,-2.116802,-1.202454,-1.632453,-3.952641,Badminton_Smash
-4.867118,-0.121722,-1.224122,3.547676,3.547676,-1.805035,-17.401474,-29.154907,-19.657366,-11.379743,-7.642014,-2.613293,1.54594,-1.041688,-0.830775,-0.830775,-0.830775,-0.830775,-0.830775,0.303388,-5.935062,-0.082979,-3.638797,-3.455976,-2.317383,-2.496181,-3.701754,-2.809014,0.541242,-3.651952,Badminton_Clear
2.356434,4.502852,3.030597,3.661444,-0.562544,4.836449,4.0695,2.197714,2.33041,0.980182,4.319059,1.09243,0.91716,0.561867,0.584211,1.89812,2.537978,1.536739,0.66066,1.002394,-0.382683,-0.382683,0.151771,0.151771,0.151771,0.151771,0.151771,0.151771,0.275432,1.839397,Badminton_Clear
1.715569,16.974134,13.604473,14.863594,4.817901,0.730966,0.15377,0.883719,0.674285,1.359283,0.736964,0.898284,2.22972,1.135512,0.714103,0.056339,0.396141,0.543438,1.114413,4.145067,0.545887,1.195542,1.374535,1.624563,1.624563,1.267305,0.897964,1.581385,1.581385,0.415751,Badminton_Clear
0.572406,2.355698,1.120801,3.390485,9.347212,3.092698,-1.54447,-5.894109,-5.894109,-9.11647,7.370756,24.705183,27.425049,20.547874,13.167642,3.107343,-1.719331,9.592419,6.410706,-2.065381,-1.950496,5.4857,6.237096,2.249502,1.29176,0.188314,-0.280353,0.150991,2.015828,1.024986,Badminton_Clear
-0.398553,1.58024,1.58024,0.595139,2.13488,3.822518,-0.070726,3.838196,1.929364,3.49696,6.389233,-4.286945,-4.66221,8.819537,8.774781,25.979565,18.587084,14.073221,6.791667,-5.300464,-6.45196,4.848567,4.519074,2.285498,1.513216,2.060203,6.444926,3.211709,2.00136,2.037823,Badminton_Clear
2.246308,-0.11235,2.820118,5.652305,6.306603,4.733545,12.072241,-2.500503,-6.837169,-6.342197,-4.193912,-4.00339,-2.230673,-7.158391,21.416346,4.579707,15.431054,-1.290308,-4.325052,0.094727,4.300401,1.454917,1.138417,1.138417,2.316362,10.004411,0.721679,-7.18548,-1.19557,0.033556,Badminton_Clear
-6.506888,0.247269,0.4602,0.216362,1.102506,2.349544,-0.386698,-17.17194,9.426242,-20.830488,-12.66575,-8.206691,-1.11749,-3.122337,-3.110349,-1.791426,0.3656,-0.472684,-0.543287,-0.543287,-14.082026,-14.082026,-14.082026,-14.082026,-14.082026,-14.082026,-14.082026,-14.082026,-14.082026,-14.082026,Badminton_Clear
-1.527798,-0.988378,-0.336527,1.564704,2.343295,-0.123369,-1.447172,0.519092,-3.857863,-16.715246,-28.432259,-23.136112,-12.52064,-9.963878,-3.177086,0.260812,2.181754,2.181754,2.181754,2.181754,2.181754,1.343936,-10.197398,-10.197398,-10.197398,-10.197398,-10.197398,-10.197398,-10.197398,-10.197398,Badminton_Clear
0.014224,-0.283573,-0.19031,3.958192,0.314602,0.566102,0.51796,0.51796,2.517787,1.03208,1.03208,-0.260413,23.225365,23.225365,26.319914,17.025337,13.684491,9.673283,2.224004,0.468088,-2.510799,0.732775,1.407772,1.410033,4.006812,6.910824,1.94918,0.818205,0.379007,2.624772,Badminton_Clear
0.511809,5.945797,8.985534,4.224465,10.202441,-1.5625,-1.5625,-11.176916,1.532087,-0.977481,-12.327855,-5.302528,3.3905,25.457111,28.496021,21.159771,14.343044,10.414634,-6.230557,-6.196122,10.954584,4.455974,2.162473,1.616602,2.148317,2.322326,4.901969,4.395237,0.403791,0.403791,Badminton_Clear
1.42818,2.261094,-4.041658,-4.843285,-6.287631,-1.892369,-1.892369,28.129406,21.940287,21.940287,11.067894,-1.918365,-1.918365,5.338306,4.056034,3.124123,3.124123,3.479644,3.99587,3.527286,1.825964,0.610669,1.013071,0.967272,1.855168,1.855168,1.855168,1.855168,1.855168,1.855168,Badminton_Clear
-0.211818,-0.093111,-0.093111,-3.446086,-3.446086,12.065866,12.065866,7.820448,-2.158889,2.862412,2.535113,4.97217,3.751757,5.783929,3.76836,28.021412,22.660463,16.386103,15.022235,4.357759,2.170467,2.267045,-3.720775,-4.674422,0.058304,5.469433,0.998112,1.183597,7.61475,-1.055481,Badminton_Clear
-10.197398,1.559801,0.151912,-0.691064,-0.96509,-2.215681,0.140118,-1.823117,-2.374737,-4.219034,-17.784533,-27.244257,-22.807716,-13.224789,-7.433609,5.960873,4.588322,2.715409,-0.286177,-3.132074,-1.841951,0.358583,0.560537,-0.982836,-1.72415,-1.72415,-0.551085,-0.551085,-0.551085,-0.551085,Badminton_Clear
-0.220016,-0.178018,-0.178018,-1.393029,-1.393029,2.799269,1.47238,0.127998,-0.1203,-0.1203,1.571182,4.317224,1.833471,-0.243457,0.629937,1.022909,-2.567033,24.523005,21.816303,14.374464,7.941935,7.152906,4.143276,3.398397,2.848215,2.981274,3.20713,2.633236,0.546335,4.717547,Badminton_Clear
0.435511,0.609496,4.641851,4.36128,4.36128,-4.725363,-9.361058,-3.668728,-3.668728,3.02874,-6.141223,-5.192659,2.396202,28.357407,19.269554,9.355526,10.232719,1.766251,-6.27365,10.836109,0.738575,0.609596,4.551182,2.777491,0.513787,1.534418,1.849203,5.015096,0.972216,-2.145083,Badminton_Clear
-1.8011,-0.704211,-0.704211,-1.132056,2.969385,-0.318265,-16.671112,-16.671112,-28.01485,-16.386923,-11.211357,-6.66284,-1.239018,-0.515848,-2.316962,-0.560835,0.148491,0.754397,-0.753164,-1.212843,-11.790683,-11.790683,-11.790683,-11.790683,-11.790683,-11.790683,-11.790683,-11.790683,-11.790683,-11.790683,Badminton_Clear
0.076337,2.89144,2.693175,6.622313,-1.006849,-1.006849,3.261005,3.261005,-0.492175,0.199821,11.236883,21.826052,25.46295,15.684439,14.423054,6.086352,-2.10317,3.98363,7.66971,5.444962,2.884152,1.762294,2.265075,3.487581,5.372253,5.430996,2.831413,1.770875,1.272397,-0.138133,Badminton_Clear
1.533722,7.378283,7.451665,7.451665,3.019998,10.473175,10.473175,-1.940091,-11.113359,4.058655,3.124145,-11.101422,-10.361583,1.025986,25.32175,16.763336,21.355598,6.55799,4.048327,4.048327,4.977175,2.911702,2.525231,4.817232,10.114271,8.639903,3.263537,-1.621743,-1.621743,0.976883,Badminton_Clear
-1.953435,0.490862,6.312046,0.218317,-3.789713,3.445355,-1.126491,-1.351867,3.346277,0.555889,0.042058,-0.696831,-0.696831,22.988956,22.988956,19.944826,19.944826,15.957249,13.426371,-5.293656,-5.293656,-1.97502,0.987354,1.541496,1.811145,1.159907,-1.061956,-1.906228,0.383026,1.628233,Badminton_Clear
0.448419,-0.031797,0.364468,0.059506,-2.988449,1.11207,1.11207,1.098386,2.49779,0.523089,0.523089,0.604628,-0.690378,28.520782,22.816088,14.179104,7.53361,3.112571,2.748362,4.381072,2.428545,-0.46365,1.67444,4.425187,6.485876,2.123848,2.270724,2.012576,2.812041,0.849111,Badminton_Clear
-4.058799,2.10442,0.850585,-0.524673,0.079082,1.129252,4.149364,-6.418139,-16.906921,-28.71814,-21.924702,-11.05165,-9.875697,-3.528947,-0.606009,-2.435867,-1.719205,0.543726,2.099471,2.156228,0.265499,0.265499,-4.971165,-4.971165,-4.971165,-4.971165,-4.971165,-4.971165,-4.971165,-4.971165,Badminton_Clear
-0.321724,25.657928,13.236203,3.919888,-1.100418,-4.276374,-0.93928,7.500981,2.866564,1.435071,0.840719,2.453024,1.490172,2.76402,-0.207835,0.267947,1.522304,1.507533,5.545349,2.523403,1.212067,1.695465,1.053477,1.615292,1.980665,1.980665,1.980665,1.980665,1.980665,1.980665,Badminton_Clear
0.776438,-0.584942,3.578575,5.850308,2.848288,2.370784,5.582853,-2.957161,-2.957161,2.248209,-4.745847,-4.745847,-10.111729,-7.821693,22.546791,27.47604,16.456274,20.268469,10.225122,-1.854949,-6.974618,2.031375,10.861321,6.251575,4.10887,3.880594,1.061515,3.014413,3.20978,-1.553253,Badminton_Clear
1.338143,0.776796,-3.325133,-2.237288,-2.982976,-2.982976,4.633515,4.633515,4.924228,4.924228,3.280526,7.123565,21.476622,26.333202,16.802656,14.202974,3.492611,0.697901,3.606746,3.696526,1.955553,-0.062545,1.431889,2.379176,3.013738,6.495174,4.476932,2.125322,3.957252,1.091347,Badminton_Clear
1.693795,11.352768,12.382103,-12.2498,-9.694832,7.923687,-1.544968,-1.544968,-11.196363,-0.71073,8.303892,27.191248,26.716658,20.461868,13.712159,-4.476382,-2.731556,7.882667,4.947041,0.829181,8.748442,3.793691,2.171584,6.614251,5.185305,-0.081255,2.026084,2.881758,2.820976,0.514722,Badminton_Clear
-1.446192,2.601026,7.347459,4.10356,8.880091,10.786274,-13.481836,-4.593153,-0.029717,-7.554241,-1.64269,4.302517,22.537622,22.537622,26.821238,13.870976,13.870976,0.508389,0.035704,4.880776,1.471571,0.895301,1.021693,-0.677267,-1.067639,6.290956,3.992551,-0.638708,-1.220138,-0.335011,Badminton_Clear
0.172444,4.243541,4.575887,4.575887,16.107016,-2.470252,-12.109387,-1.921322,-2.942369,-4.878568,-1.598897,7.930405,27.398338,21.949705,10.193745,12.191256,-7.483814,5.040415,13.868885,-2.609794,-2.609794,4.266497,6.405147,3.213941,3.303858,3.303858,2.796491,0.91818,0.572406,0.572406,Badminton_Clear
0.505531,1.923737,1.923737,5.04087,4.529982,-0.14088,0.607947,7.945591,7.945591,-3.916885,-3.916885,0.740262,9.149558,21.020096,28.226948,16.532228,15.832161,8.705334,-1.330326,3.901562,4.078115,3.183499,4.356317,5.354636,3.271386,4.554817,3.282663,2.611096,3.301012,5.649283,Badminton_Clear
-11.294717,2.906018,3.06899,2.383339,2.92602,2.44407,-22.164293,-27.588787,-22.779833,-16.071947,-5.324514,1.154184,1.825555,0.243057,-4.384467,-3.255529,-0.944515,-0.455825,-0.455825,-1.040482,-1.040482,-1.040482,-1.040482,-1.040482,-4.09078,-4.09078,-4.09078,-4.09078,-4.09078,-4.09078,Badminton_Clear
1.058926,11.302549,1.119034,-2.260588,3.060059,0.61656,-6.356924,-7.439839,-3.482795,10.870828,27.563349,25.815468,19.404112,5.635191,1.961444,4.511582,7.671382,7.304727,7.505476,7.505476,-0.601787,-0.870789,-0.870789,6.705832,4.134255,4.134255,2.698346,0.27672,1.334009,0.866988,Badminton_Clear
0.659528,1.208444,2.231186,-5.928602,-14.480665,8.17808,10.084784,6.20347,11.074187,-3.761741,4.933045,27.85997,20.42202,10.601824,14.5588,13.45875,8.692886,-4.475854,-4.475854,-8.566499,0.826118,0.826118,5.216075,5.216075,1.97609,1.97609,1.202497,1.202497,-0.522148,-0.355761,Badminton_Clear
0.117355,2.187024,1.732704,1.115157,0.387451,5.770629,5.770629,2.536129,7.995596,7.995596,6.247856,0.386959,1.163122,6.531839,12.454676,19.193115,24.549664,16.834894,5.577152,0.250277,4.84612,3.710331,-2.071947,-2.071947,3.847205,3.904469,3.904469,4.209625,2.843576,1.530644,Badminton_Clear
-4.971165,0.623452,0.118174,0.688959,0.688959,0.688959,0.688959,0.688959,-28.864094,-17.327923,-11.583191,-3.517689,3.909185,-0.946157,-0.832144,0.219762,-1.311786,-0.200454,-0.620236,-1.957068,-1.527798,-1.527798,-1.527798,-1.527798,-1.527798,-1.527798,-1.527798,-1.527798,-1.527798,-1.527798,Badminton_Clear
0.538571,4.392615,-1.168475,-5.073979,0.111269,3.928329,0.011657,2.313504,2.45171,2.45171,2.05702,0.267178,1.115619,2.180225,1.710328,1.710328,1.807739,1.641848,1.935955,3.275817,1.326482,1.634747,1.085592,1.352005,1.715569,1.715569,1.715569,1.715569,1.715569,1.715569,Badminton_Clear
0.30503,4.320342,1.943456,2.594344,-0.181536,-20.57232,-28.959942,-28.959942,-28.959942,-28.959942,-28.959942,-23.3706,-1.815197,-1.855429,-2.695113,-2.665231,-0.066896,-1.113548,-1.187717,-0.981918,-1.006753,-1.006753,-1.006753,-1.006753,-1.006753,-1.006753,-1.006753,-1.006753,-1.006753,-1.006753,Badminton_Clear
1.839397,2.286524,3.319858,1.661937,2.656453,1.147142,0.401388,0.850463,2.870734,1.815967,1.947615,2.587853,1.700718,-0.194089,0.516389,0.533129,0.462172,1.582335,1.243877,1.286868,1.365688,0.060884,0.587484,1.709043,1.574342,1.574342,2.490426,0.280798,0.280798,7.804497,Badminton_Clear
0.675656,1.845233,1.972111,1.972111,0.733734,2.183436,3.012133,2.725256,4.050598,1.002016,1.002016,1.879526,2.370565,15.70382,29.33127,17.785805,12.231737,12.538911,-0.615259,-1.83362,5.27052,6.826215,3.274246,3.666389,1.643489,-1.473775,-0.193602,-0.681587,0.065638,0.63524,Badminton_Clear
